"","Player","ORPM","DRPM","RPM","Possessions","year"
"5925","Shawn Marion","2.3","2.3","4.7","12350.0",2005
"5926","Amare Stoudemire","3.3","1.2","4.5","11252.0",2005
"5927","LeBron James","4.0","0.4","4.4","12104.0",2005
"5928","Marcus Camby","-1.2","5.5","4.4","7433.0",2005
"5929","Kobe Bryant","4.9","-0.7","4.2","9941.0",2005
"5930","Pau Gasol","2.9","1.3","4.2","6452.0",2005
"5931","Tyson Chandler","-0.8","4.9","4.1","8134.0",2005
"5932","Dikembe Mutombo","-2.6","6.5","3.9","4229.0",2005
"5933","Zydrunas Ilgauskas","0.5","3.4","3.9","9279.0",2005
"5934","Chris Andersen","-0.0","3.7","3.7","4955.0",2005
"5935","Stephon Marbury","5.5","-1.9","3.6","12035.0",2005
"5936","Shane Battier","0.5","3.0","3.6","9100.0",2005
"5937","Jeff Foster","-0.1","3.5","3.4","5578.0",2005
"5938","Steve Francis","2.8","0.6","3.4","11470.0",2005
"5939","Rasheed Wallace","-0.5","3.9","3.4","9461.0",2005
"5940","Dan Gadzuric","-0.4","3.8","3.4","6454.0",2005
"5941","Erick Dampier","-1.0","4.4","3.4","5996.0",2005
"5942","Kelvin Cato","-1.9","5.2","3.3","5760.0",2005
"5943","Robert Horry","1.1","2.2","3.3","5060.0",2005
"5944","Rashard Lewis","2.7","0.5","3.2","9669.0",2005
"5945","Ray Allen","5.2","-2.1","3.2","11004.0",2005
"5946","Yao Ming","-0.3","3.5","3.2","8977.0",2005
"5947","Eddie Jones","0.9","2.3","3.1","10136.0",2005
"5948","Dwyane Wade","3.2","-0.2","3.0","10701.0",2005
"5949","Vince Carter","2.6","0.4","3.0","10430.0",2005
"5950","Donyell Marshall","3.0","-0.0","3.0","6026.0",2005
"5951","Nene Hilario","-1.0","3.8","2.9","5082.0",2005
"5952","Greg Ostertag","-1.6","4.3","2.7","2087.0",2005
"5953","Jamaal Tinsley","2.7","-0.0","2.7","4594.0",2005
"5954","Jermaine O'Neal","-0.2","2.8","2.6","5367.0",2005
"5955","Chris Bosh","-0.1","2.6","2.4","11153.0",2005
"5956","Gilbert Arenas","4.4","-2.0","2.4","12323.0",2005
"5957","Jason Collins","-3.6","5.9","2.3","9029.0",2005
"5958","Shawn Bradley","-2.0","4.3","2.3","3325.0",2005
"5959","Lamar Odom","-0.2","2.5","2.3","8508.0",2005
"5960","Allen Iverson","3.1","-0.8","2.3","12367.0",2005
"5961","Andre Miller","2.6","-0.3","2.3","10676.0",2005
"5962","Theo Ratliff","-4.2","6.3","2.1","6057.0",2005
"5963","Joel Przybilla","-2.4","4.5","2.1","6767.0",2005
"5964","Larry Hughes","1.3","0.7","2.1","8910.0",2005
"5965","Josh Howard","0.5","1.4","1.9","9294.0",2005
"5966","Kenyon Martin","-0.9","2.8","1.9","8424.0",2005
"5967","Chauncey Billups","2.8","-1.0","1.8","10013.0",2005
"5968","Ruben Patterson","1.4","0.4","1.8","7121.0",2005
"5969","Steven Hunter","-0.6","2.3","1.8","4086.0",2005
"5970","Metta World Peace","0.6","1.0","1.6","1036.0",2005
"5971","Jerome Williams","-0.9","2.5","1.6","4309.0",2005
"5972","Brevin Knight","0.4","1.2","1.6","3681.0",2005
"5973","Anderson Varejao","0.4","1.1","1.5","3068.0",2005
"5974","Vladimir Radmanovic","2.1","-0.6","1.5","6680.0",2005
"5975","Fred Hoiberg","1.8","-0.3","1.5","4587.0",2005
"5976","Brian Cardinal","1.0","0.5","1.5","5195.0",2005
"5977","Samuel Dalembert","-2.2","3.7","1.5","6994.0",2005
"5978","Mike Bibby","3.3","-1.8","1.5","11721.0",2005
"5979","Rasho Nesterovic","-2.9","4.4","1.4","6399.0",2005
"5980","Carlos Boozer","1.0","0.4","1.4","6435.0",2005
"5981","Raef LaFrentz","0.4","1.0","1.4","8282.0",2005
"5982","Dale Davis","-2.3","3.6","1.3","4668.0",2005
"5983","Marko Jaric","1.6","-0.2","1.3","5883.0",2005
"5984","Quentin Richardson","0.6","0.7","1.3","11141.0",2005
"5985","Mike Miller","2.1","-0.8","1.3","8400.0",2005
"5986","Tayshaun Prince","0.6","0.7","1.3","10522.0",2005
"5987","Earl Watson","0.8","0.4","1.3","6470.0",2005
"5988","Damon Jones","3.5","-2.3","1.2","9291.0",2005
"5989","Jason Terry","2.6","-1.4","1.2","9034.0",2005
"5990","Reggie Evans","-1.8","3.0","1.2","6668.0",2005
"5991","Jon Barry","1.6","-0.4","1.2","5421.0",2005
"5992","Alonzo Mourning","-1.6","2.8","1.1","2438.0",2005
"5993","Antonio Daniels","3.4","-2.3","1.1","7286.0",2005
"5994","Mehmet Okur","0.1","0.9","1.0","8305.0",2005
"5995","Rafer Alston","1.5","-0.5","1.0","10204.0",2005
"5996","Udonis Haslem","-0.2","1.2","1.0","9657.0",2005
"5997","Corey Maggette","1.9","-0.9","1.0","8826.0",2005
"5998","Adonal Foyle","-3.0","3.9","0.9","6442.0",2005
"5999","Joe Johnson","1.6","-0.7","0.9","12649.0",2005
"6000","Antawn Jamison","2.2","-1.3","0.8","9870.0",2005
"6001","Reggie Miller","1.5","-0.7","0.8","7389.0",2005
"6002","Jason Richardson","2.1","-1.3","0.8","10256.0",2005
"6003","Andre Iguodala","-1.2","2.0","0.8","10404.0",2005
"6004","Sam Cassell","2.3","-1.6","0.7","5495.0",2005
"6005","Bobby Simmons","-0.1","0.7","0.7","10222.0",2005
"6006","Mike James","1.8","-1.1","0.6","6695.0",2005
"6007","Drew Gooden","-0.4","1.0","0.6","9055.0",2005
"6008","Eddie Griffin","0.1","0.5","0.6","5362.0",2005
"6009","Joe Smith","-0.8","1.4","0.6","8186.0",2005
"6010","Vlade Divac","-0.4","1.0","0.6","493.0",2005
"6011","P.J. Brown","-1.0","1.5","0.6","9992.0",2005
"6012","Gerald Wallace","-1.7","2.2","0.5","3719.0",2005
"6013","Jamaal Magloire","-1.1","1.6","0.5","2504.0",2005
"6014","Gary Payton","1.6","-1.1","0.5","9467.0",2005
"6015","Toni Kukoc","0.5","0.0","0.5","4009.0",2005
"6016","Josh Smith","-0.9","1.4","0.5","7585.0",2005
"6017","Bob Sura","1.0","-0.6","0.5","6997.0",2005
"6018","Scott Padgett","-0.0","0.5","0.5","3413.0",2005
"6019","Speedy Claxton","0.5","-0.1","0.5","7002.0",2005
"6020","Brent Barry","1.4","-1.0","0.4","6250.0",2005
"6021","Jared Jeffries","-1.5","1.9","0.4","7684.0",2005
"6022","Peja Stojakovic","2.5","-2.1","0.4","9726.0",2005
"6023","Darius Miles","-1.2","1.6","0.4","6236.0",2005
"6024","Kirk Hinrich","0.6","-0.3","0.3","10402.0",2005
"6025","Tony Allen","-0.4","0.7","0.3","4675.0",2005
"6026","Stromile Swift","-0.5","0.8","0.3","4650.0",2005
"6027","Zaza Pachulia","-1.5","1.7","0.2","4960.0",2005
"6028","Luol Deng","0.3","-0.1","0.2","6141.0",2005
"6029","Mickael Pietrus","1.5","-1.3","0.2","5106.0",2005
"6030","Morris Peterson","0.8","-0.6","0.1","9433.0",2005
"6031","Stephen Jackson","0.6","-0.4","0.1","6449.0",2005
"6032","Bo Outlaw","-1.9","2.0","0.1","808.0",2005
"6033","Chris Duhon","-0.3","0.4","0.1","7908.0",2005
"6034","Keith Van Horn","0.3","-0.2","0.1","5549.0",2005
"6035","Eric Snow","-0.3","0.3","0.1","6478.0",2005
"6036","Mike Dunleavy","-0.7","0.8","0.0","9743.0",2005
"6037","Kyle Korver","-0.2","0.2","-0.0","10270.0",2005
"6038","Grant Hill","0.1","-0.1","-0.0","8952.0",2005
"6039","Tony Parker","1.8","-1.9","-0.1","9864.0",2005
"6040","Christian Laettner","-1.1","1.0","-0.1","2719.0",2005
"6041","Richard Hamilton","1.0","-1.2","-0.1","10388.0",2005
"6042","Chris Mihm","-2.3","2.1","-0.1","6966.0",2005
"6043","Dwight Howard","-0.8","0.5","-0.2","10227.0",2005
"6044","Zach Randolph","-0.3","0.1","-0.3","5874.0",2005
"6045","Darius Songaila","0.2","-0.5","-0.3","6252.0",2005
"6046","Brian Cook","0.4","-0.7","-0.3","3996.0",2005
"6047","Etan Thomas","-1.2","0.9","-0.3","3666.0",2005
"6048","Cuttino Mobley","0.7","-1.0","-0.3","9061.0",2005
"6049","Antoine Walker","-0.8","0.5","-0.4","10871.0",2005
"6050","DerMarr Johnson","0.6","-0.9","-0.4","4621.0",2005
"6051","Othella Harrington","-1.3","0.9","-0.4","4584.0",2005
"6052","Kevin Ollie","-0.2","-0.2","-0.4","598.0",2005
"6053","Scot Pollard","-2.1","1.6","-0.5","3008.0",2005
"6054","Al Harrington","-1.3","0.8","-0.5","9360.0",2005
"6055","Jason Williams","2.2","-2.7","-0.5","7147.0",2005
"6056","Trevor Ariza","-0.9","0.3","-0.5","4938.0",2005
"6057","Bobby Jackson","2.0","-2.6","-0.6","2022.0",2005
"6058","Carmelo Anthony","0.7","-1.2","-0.6","9829.0",2005
"6059","Raul Lopez","0.0","-0.6","-0.6","1901.0",2005
"6060","Emeka Okafor","-1.3","0.7","-0.6","4772.0",2005
"6061","Jumaine Jones","0.2","-0.8","-0.6","6724.0",2005
"6062","Antonio Davis","-3.4","2.7","-0.6","6657.0",2005
"6063","Hedo Turkoglu","1.2","-1.8","-0.6","6581.0",2005
"6064","Andris Biedrins","-0.7","-0.0","-0.7","1438.0",2005
"6065","Eduardo Najera","-0.3","-0.4","-0.7","4420.0",2005
"6066","Jahidi White","-1.1","0.4","-0.7","258.0",2005
"6067","Chris Webber","-1.7","0.9","-0.7","9168.0",2005
"6068","Michael Finley","0.7","-1.4","-0.8","8924.0",2005
"6069","Brian Skinner","-2.2","1.4","-0.8","3516.0",2005
"6070","Bruce Bowen","-2.5","1.7","-0.8","9307.0",2005
"6071","Lorenzen Wright","-3.4","2.5","-0.8","8219.0",2005
"6072","Kerry Kittles","0.1","-1.0","-0.9","855.0",2005
"6073","Robert Traylor","-1.7","0.8","-0.9","4733.0",2005
"6074","Richie Frahm","1.3","-2.2","-0.9","1859.0",2005
"6075","Jamal Sampson","-1.7","0.8","-0.9","626.0",2005
"6076","Rick Brunson","-0.4","-0.6","-0.9","7049.0",2005
"6077","Matt Harpring","1.1","-2.1","-0.9","9340.0",2005
"6078","Andrew DeClercq","-1.6","0.7","-0.9","179.0",2005
"6079","Richard Jefferson","0.3","-1.3","-1.0","4746.0",2005
"6080","Melvin Ely","-1.6","0.6","-1.0","2980.0",2005
"6081","Kurt Thomas","-2.5","1.5","-1.0","10491.0",2005
"6082","Nazr Mohammed","-3.0","2.0","-1.0","7129.0",2005
"6083","Marcus Banks","-1.1","0.1","-1.0","4232.0",2005
"6084","Mike Sweetney","-0.3","-0.7","-1.0","5413.0",2005
"6085","Jason Hart","-0.2","-0.8","-1.0","3639.0",2005
"6086","Derek Fisher","0.0","-1.0","-1.0","8370.0",2005
"6087","Eric Williams","-1.3","0.3","-1.0","4839.0",2005
"6088","David Harrison","-1.8","0.8","-1.0","2594.0",2005
"6089","Kenny Thomas","-0.8","-0.3","-1.0","8076.0",2005
"6090","Adrian Griffin","-1.8","0.7","-1.0","2440.0",2005
"6091","Primoz Brezec","-0.8","-0.2","-1.0","4454.0",2005
"6092","Troy Murphy","-0.9","-0.2","-1.0","9078.0",2005
"6093","Derrick Coleman","-1.3","0.2","-1.1","132.0",2005
"6094","Antonio McDyess","-1.5","0.5","-1.1","6156.0",2005
"6095","Damon Stoudamire","2.2","-3.2","-1.1","10057.0",2005
"6096","Shandon Anderson","-1.2","0.1","-1.1","4225.0",2005
"6097","Mamadou N'Diaye","-0.9","-0.1","-1.1","207.0",2005
"6098","Greg Buckner","-0.5","-0.6","-1.1","5851.0",2005
"6099","Aaron McKie","-2.1","1.1","-1.1","4389.0",2005
"6100","Shareef Abdur-Rahim","-0.3","-0.8","-1.1","6977.0",2005
"6101","Danny Fortson","-0.7","-0.4","-1.1","3661.0",2005
"6102","Nick Collison","-1.5","0.4","-1.1","4959.0",2005
"6103","Doug Christie","-2.7","1.6","-1.1","5834.0",2005
"6104","Charlie Ward","-0.9","-0.3","-1.2","1299.0",2005
"6105","Lamond Murray","-1.2","-0.0","-1.2","3386.0",2005
"6106","Michael Redd","2.2","-3.4","-1.3","10368.0",2005
"6107","Desmond Mason","0.7","-1.9","-1.3","10480.0",2005
"6108","Tremaine Fowlkes","-1.0","-0.3","-1.3","172.0",2005
"6109","Darrell Armstrong","-0.9","-0.4","-1.3","3752.0",2005
"6110","Marc Jackson","-0.5","-0.9","-1.3","7544.0",2005
"6111","Kendrick Perkins","-1.5","0.2","-1.3","1969.0",2005
"6112","James Jones","-1.2","-0.1","-1.3","4742.0",2005
"6113","Caron Butler","-0.6","-0.7","-1.4","10288.0",2005
"6114","Darrick Martin","-0.7","-0.7","-1.4","646.0",2005
"6115","Chucky Atkins","1.9","-3.3","-1.4","10896.0",2005
"6116","Ben Gordon","0.5","-1.9","-1.4","7493.0",2005
"6117","Boris Diaw","-1.6","0.2","-1.4","4407.0",2005
"6118","Rod Strickland","-0.1","-1.4","-1.4","692.0",2005
"6119","Derek Anderson","0.2","-1.6","-1.4","4461.0",2005
"6120","Jake Tsakalidis","-1.7","0.2","-1.4","1006.0",2005
"6121","Nenad Krstic","-1.3","-0.2","-1.5","6938.0",2005
"6122","Zeljko Rebraca","-1.4","-0.1","-1.5","3349.0",2005
"6123","Wang Zhizhi","-0.0","-1.4","-1.5","291.0",2005
"6124","Casey Jacobsen","-0.8","-0.7","-1.5","6672.0",2005
"6125","Keith Bogans","0.0","-1.5","-1.5","3707.0",2005
"6126","Josh Childress","0.5","-2.0","-1.5","8746.0",2005
"6127","Ryan Bowen","-2.7","1.2","-1.5","2079.0",2005
"6128","Dion Glover","-0.4","-1.2","-1.5","236.0",2005
"6129","Mark Madsen","-2.0","0.5","-1.5","2143.0",2005
"6130","Damone Brown","-0.5","-1.0","-1.5","590.0",2005
"6131","Al Jefferson","-0.6","-1.0","-1.5","3851.0",2005
"6132","Anthony Carter","-1.0","-0.5","-1.5","2606.0",2005
"6133","Mateen Cleaves","-0.2","-1.4","-1.6","231.0",2005
"6134","Mark Blount","-2.9","1.3","-1.6","7969.0",2005
"6135","Loren Woods","-3.1","1.6","-1.6","2694.0",2005
"6136","Eric Piatkowski","0.3","-1.9","-1.6","3182.0",2005
"6137","Randy Livingston","-0.2","-1.4","-1.6","844.0",2005
"6138","Zendon Hamilton","-0.3","-1.4","-1.6","606.0",2005
"6139","Jerome James","-4.7","3.1","-1.6","4693.0",2005
"6140","Jamal Crawford","0.9","-2.5","-1.7","9759.0",2005
"6141","Ricky Davis","0.3","-2.0","-1.7","9940.0",2005
"6142","Anthony Goldwire","1.1","-2.8","-1.7","1940.0",2005
"6143","Matt Carroll","-0.5","-1.1","-1.7","888.0",2005
"6144","Ndudi Ebi","-0.4","-1.3","-1.7","197.0",2005
"6145","Ben Handlogten","-0.1","-1.6","-1.7","1054.0",2005
"6146","Tony Delk","1.3","-3.0","-1.7","4893.0",2005
"6147","Omar Cook","-0.5","-1.2","-1.7","288.0",2005
"6148","Eddy Curry","-1.9","0.1","-1.7","6787.0",2005
"6149","Brian Scalabrine","-1.5","-0.3","-1.7","4075.0",2005
"6150","Sasha Vujacic","-0.3","-1.5","-1.7","1530.0",2005
"6151","Wally Szczerbiak","0.8","-2.5","-1.7","9273.0",2005
"6152","Brandon Hunter","-0.3","-1.5","-1.8","830.0",2005
"6153","Kedrick Brown","-0.5","-1.3","-1.8","187.0",2005
"6154","Francisco Elson","-3.1","1.3","-1.8","3476.0",2005
"6155","Bryon Russell","-2.2","0.4","-1.8","3777.0",2005
"6156","Jake Voskuhl","-2.6","0.8","-1.8","1397.0",2005
"6157","Jerome Moiso","-1.6","-0.2","-1.8","446.0",2005
"6158","Dan Dickau","0.6","-2.4","-1.8","7426.0",2005
"6159","Michael Ruffin","-1.6","-0.2","-1.8","4510.0",2005
"6160","Jeff McInnis","1.2","-3.0","-1.8","9501.0",2005
"6161","Tony Battie","-4.1","2.2","-1.8","7168.0",2005
"6162","Kirk Penney","-0.6","-1.2","-1.9","43.0",2005
"6163","Torraye Braggs","-0.7","-1.2","-1.9","71.0",2005
"6164","Anthony Johnson","-0.1","-1.8","-1.9","6135.0",2005
"6165","Beno Udrih","-0.1","-1.8","-1.9","4110.0",2005
"6166","Voshon Lenard","0.1","-2.0","-1.9","237.0",2005
"6167","Travis Outlaw","-0.7","-1.2","-1.9","2986.0",2005
"6168","Lawrence Funderburke","-0.5","-1.4","-1.9","74.0",2005
"6169","Milt Palacio","-0.6","-1.3","-1.9","5548.0",2005
"6170","Devean George","-1.3","-0.6","-1.9","1186.0",2005
"6171","Zarko Cabarkapa","-0.2","-1.7","-1.9","1810.0",2005
"6172","Luis Flores","-0.8","-1.2","-2.0","280.0",2005
"6173","Obinna Ekezie","-2.0","0.0","-2.0","2735.0",2005
"6174","DeSagana Diop","-4.7","2.7","-2.0","1080.0",2005
"6175","Bruno Sundov","-0.8","-1.2","-2.0","272.0",2005
"6176","Kendall Gill","-1.6","-0.4","-2.0","1057.0",2005
"6177","James Posey","-2.1","0.1","-2.0","4897.0",2005
"6178","Jelani McCoy","-1.1","-0.9","-2.0","280.0",2005
"6179","Darko Milicic","-1.2","-0.8","-2.0","805.0",2005
"6180","Mark Jones","-0.7","-1.4","-2.0","445.0",2005
"6181","Jamison Brewer","-0.6","-1.4","-2.0","604.0",2005
"6182","Marcus Haislip","-0.9","-1.2","-2.0","365.0",2005
"6183","Ansu Sesay","-1.0","-1.0","-2.0","483.0",2005
"6184","Marquis Daniels","-0.4","-1.7","-2.0","5417.0",2005
"6185","Jarron Collins","-1.5","-0.5","-2.1","3466.0",2005
"6186","Pape Sow","-0.6","-1.5","-2.1","960.0",2005
"6187","Jonathan Bender","-0.9","-1.1","-2.1","307.0",2005
"6188","Donnell Harvey","-1.4","-0.6","-2.1","58.0",2005
"6189","Luke Walton","-0.7","-1.4","-2.1","2838.0",2005
"6190","Malik Rose","-2.4","0.3","-2.1","5276.0",2005
"6191","Tim Thomas","-1.3","-0.8","-2.1","7075.0",2005
"6192","Linton Johnson","-1.8","-0.3","-2.1","59.0",2005
"6193","Kwame Brown","-2.4","0.3","-2.1","3283.0",2005
"6194","Frank Williams","-0.7","-1.4","-2.1","245.0",2005
"6195","Michael Bradley","-0.6","-1.5","-2.1","448.0",2005
"6196","Justin Reed","-0.4","-1.8","-2.1","430.0",2005
"6197","Michael Stewart","-0.4","-1.7","-2.1","467.0",2005
"6198","Tamar Slay","-0.7","-1.5","-2.1","216.0",2005
"6199","Corliss Williamson","-0.6","-1.6","-2.1","5656.0",2005
"6200","Eddie House","0.9","-3.0","-2.2","2632.0",2005
"6201","Mark Pope","-0.8","-1.4","-2.2","106.0",2005
"6202","Fred Jones","-0.7","-1.4","-2.2","7926.0",2005
"6203","Maurice Baker","-0.9","-1.2","-2.2","66.0",2005
"6204","Josh Davis","-0.9","-1.3","-2.2","1247.0",2005
"6205","Alex Garcia","-1.0","-1.2","-2.2","521.0",2005
"6206","Devin Harris","-0.8","-1.4","-2.2","4552.0",2005
"6207","Jerry Stackhouse","0.8","-3.0","-2.2","6121.0",2005
"6208","Gordan Giricek","-0.9","-1.4","-2.2","6006.0",2005
"6209","Daniel Santiago","-1.4","-0.9","-2.2","387.0",2005
"6210","Anthony Miller","-0.9","-1.3","-2.2","50.0",2005
"6211","John Thomas","-2.1","-0.2","-2.2","1904.0",2005
"6212","Horace Jenkins","-1.3","-1.0","-2.2","312.0",2005
"6213","Samaki Walker","-2.1","-0.2","-2.2","473.0",2005
"6214","Chris Wilcox","-2.0","-0.3","-2.3","3557.0",2005
"6215","Damien Wilkins","-0.2","-2.1","-2.3","1857.0",2005
"6216","Elden Campbell","-3.7","1.4","-2.3","1255.0",2005
"6217","Britton Johnsen","-1.0","-1.3","-2.3","289.0",2005
"6218","Jiri Welsch","-0.8","-1.5","-2.3","4994.0",2005
"6219","Jackson Vroman","-2.1","-0.2","-2.3","2654.0",2005
"6220","Brandin Knight","-0.9","-1.4","-2.3","10.0",2005
"6221","Lindsey Hunter","-2.1","-0.3","-2.3","3849.0",2005
"6222","Paul Shirley","-0.7","-1.7","-2.4","117.0",2005
"6223","Jackie Butler","-0.9","-1.5","-2.4","19.0",2005
"6224","Peter John Ramos","-1.1","-1.2","-2.4","83.0",2005
"6225","Predrag Drobnjak","-2.0","-0.4","-2.4","5372.0",2005
"6226","Scott Williams","-2.1","-0.3","-2.4","519.0",2005
"6227","David Wesley","-1.3","-1.0","-2.4","9991.0",2005
"6228","Aleksandar Radojevic","-1.4","-1.0","-2.4","482.0",2005
"6229","Pavel Podkolzin","-1.0","-1.4","-2.4","27.0",2005
"6230","Yuta Tabuse","-1.0","-1.4","-2.4","79.0",2005
"6231","Ha Seung-Jin","-1.2","-1.2","-2.4","390.0",2005
"6232","Mikki Moore","-1.9","-0.5","-2.4","4154.0",2005
"6233","Geno Carlisle","-0.9","-1.6","-2.4","61.0",2005
"6234","Michael Olowokandi","-5.2","2.7","-2.4","4341.0",2005
"6235","Allan Houston","0.9","-3.4","-2.4","1956.0",2005
"6236","Calvin Booth","-4.4","1.9","-2.4","1775.0",2005
"6237","Luke Ridnour","-0.2","-2.2","-2.4","9199.0",2005
"6238","Tony Bobbitt","-0.9","-1.5","-2.4","46.0",2005
"6239","Mo Williams","-0.6","-1.9","-2.5","8326.0",2005
"6240","Bonzi Wells","-2.2","-0.2","-2.5","5354.0",2005
"6241","Clarence Weatherspoon","-2.8","0.3","-2.5","1880.0",2005
"6242","Jermaine Jackson","-1.2","-1.3","-2.5","794.0",2005
"6243","John Salmons","-2.0","-0.5","-2.5","3767.0",2005
"6244","Earl Boykins","1.9","-4.3","-2.5","7940.0",2005
"6245","Luke Jackson","-1.0","-1.5","-2.5","162.0",2005
"6246","Cory Alexander","-1.1","-1.4","-2.5","597.0",2005
"6247","Matt Bonner","-0.5","-2.0","-2.5","5777.0",2005
"6248","Nick Van Exel","0.5","-3.0","-2.5","5764.0",2005
"6249","Glenn Robinson","-1.0","-1.5","-2.5","582.0",2005
"6250","Awvee Storey","-1.0","-1.5","-2.5","99.0",2005
"6251","Jameer Nelson","-0.0","-2.5","-2.5","6051.0",2005
"6252","Dorell Wright","-1.1","-1.4","-2.5","113.0",2005
"6253","Kaniel Dickens","-0.9","-1.7","-2.5","159.0",2005
"6254","Keith McLeod","-1.6","-0.9","-2.6","5026.0",2005
"6255","George Lynch","-3.8","1.2","-2.6","3154.0",2005
"6256","Mario Kasun","-1.4","-1.1","-2.6","1378.0",2005
"6257","Mike Wilks","-0.9","-1.6","-2.6","979.0",2005
"6258","Andre Emmett","-1.2","-1.4","-2.6","88.0",2005
"6259","Matt Barnes","-1.3","-1.3","-2.6","2644.0",2005
"6260","Lonny Baxter","-1.5","-1.1","-2.6","132.0",2005
"6261","Delonte West","-1.2","-1.5","-2.6","1873.0",2005
"6262","Ibo Kutluay","-1.2","-1.4","-2.7","37.0",2005
"6263","Corsley Edwards","-1.3","-1.3","-2.7","379.0",2005
"6264","Curtis Borchardt","-2.1","-0.5","-2.7","3013.0",2005
"6265","Sean Marks","-1.5","-1.2","-2.7","849.0",2005
"6266","Royal Ivey","-2.2","-0.5","-2.7","3062.0",2005
"6267","Bostjan Nachbar","-1.1","-1.7","-2.8","4775.0",2005
"6268","Austin Croshere","-1.1","-1.8","-2.8","6539.0",2005
"6269","Jared Reiner","-1.1","-1.7","-2.8","524.0",2005
"6270","Rasual Butler","-1.5","-1.4","-2.9","4338.0",2005
"6271","Latrell Sprewell","-1.6","-1.2","-2.9","8914.0",2005
"6272","Brian Grant","-3.4","0.5","-2.9","4207.0",2005
"6273","Jalen Rose","0.1","-3.0","-2.9","10055.0",2005
"6274","Devin Brown","-0.6","-2.2","-2.9","4497.0",2005
"6275","Laron Profit","-1.5","-1.4","-2.9","1580.0",2005
"6276","Keyon Dooling","-1.1","-1.8","-2.9","4131.0",2005
"6277","Antonio Burks","-1.2","-1.8","-2.9","767.0",2005
"6278","Jim Jackson","-2.4","-0.6","-2.9","7331.0",2005
"6279","James Thomas","-1.1","-1.9","-3.0","406.0",2005
"6280","Juwan Howard","-2.1","-0.8","-3.0","5773.0",2005
"6281","Walter McCarty","-1.4","-1.5","-3.0","3392.0",2005
"6282","Robert Swift","-1.1","-1.8","-3.0","253.0",2005
"6283","Shaun Livingston","-1.5","-1.5","-3.0","2882.0",2005
"6284","Jason Kapono","-1.2","-1.8","-3.0","3006.0",2005
"6285","Clifford Robinson","-2.1","-0.9","-3.0","6279.0",2005
"6286","Kevin Martin","-0.9","-2.2","-3.0","1712.0",2005
"6287","Didier Ilunga-Mbenga","-1.4","-1.6","-3.0","214.0",2005
"6288","Erik Daniels","-1.8","-1.2","-3.0","279.0",2005
"6289","Maurice Evans","-1.1","-1.9","-3.1","4555.0",2005
"6290","Steve Smith","0.5","-3.6","-3.1","1475.0",2005
"6291","Andre Barrett","-0.9","-2.2","-3.1","1770.0",2005
"6292","Qyntel Woods","-1.3","-1.9","-3.1","145.0",2005
"6293","Darvin Ham","-1.9","-1.2","-3.1","905.0",2005
"6294","Donta Smith","-1.3","-1.8","-3.1","1608.0",2005
"6295","Reece Gaines","-2.0","-1.2","-3.2","686.0",2005
"6296","John Edwards","-1.1","-2.0","-3.2","481.0",2005
"6297","Kris Humphries","-2.8","-0.4","-3.2","3142.0",2005
"6298","Tierre Brown","-1.5","-1.8","-3.3","3796.0",2005
"6299","Vin Baker","-1.3","-1.9","-3.3","777.0",2005
"6300","Zoran Planinic","-1.6","-1.7","-3.3","1793.0",2005
"6301","Carlos Delfino","-1.5","-1.8","-3.3","1545.0",2005
"6302","Chris Kaman","-3.3","-0.1","-3.3","5940.0",2005
"6303","Marcus Fizer","-2.2","-1.1","-3.4","3326.0",2005
"6304","Rodney Rogers","-3.0","-0.4","-3.4","5107.0",2005
"6305","Vitaly Potapenko","-1.5","-1.9","-3.4","1207.0",2005
"6306","Troy Hudson","1.3","-4.7","-3.4","6246.0",2005
"6307","Smush Parker","-1.5","-1.9","-3.4","438.0",2005
"6308","Ryan Humphrey","-2.0","-1.4","-3.5","1127.0",2005
"6309","Juan Dixon","0.2","-3.7","-3.5","3903.0",2005
"6310","Eddie Gill","-2.3","-1.2","-3.5","3579.0",2005
"6311","Billy Thomas","-0.8","-2.8","-3.5","1273.0",2005
"6312","Rodney White","-2.0","-1.5","-3.5","2477.0",2005
